epoch,tow,excluded_satellite,full_selected_error_m,excluded_selected_error_m,full_selected_sub50cm,excluded_selected_sub50cm,exclusion_recovers_sub50cm,exclusion_breaks_sub50cm,oracle_min_error_m,excluded_best_probability,excluded_score_margin,excluded_best_assignment_id,guard_mean_pair_cost,selected_mean_pair_cost,n_constellations,n_satellites
0,179460.0,C11,0.5806439248806008,0.5991448053046775,0,0,0,0,0.5806439248806008,0.017828937937087046,0.001535732888507585,61a28de9e812d0e2,0.056358850959734384,0.050863361732266896,4,29
0,179460.0,C12,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017793853598389035,0.0005108966203230397,bcc919dd09c48dc3,0.03807671415426209,0.04405844011882682,4,29
0,179460.0,C13,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.0178142272473347,0.006181014172278829,8b432efb26d729e6,0.10246507081382208,0.06686394556021803,4,29
0,179460.0,C21,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.0177844439126847,0.00029247841690828447,8b432efb26d729e6,0.04012486048791697,0.038607562463913135,4,29
0,179460.0,C22,0.5806439248806008,1.0370395593354609,0,0,0,0,0.5806439248806008,0.017462023106551733,0.0032758036142856023,a8a5368c0c2bf496,0.05872641305407521,0.0827770418717598,4,29
0,179460.0,C34,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.017812378373352058,0.0006026480910027721,8b432efb26d729e6,0.044282957259554466,0.0395205872803255,4,29
0,179460.0,C38,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01795282817487488,0.009837605602919686,bcc919dd09c48dc3,0.2086944684117596,0.24438485273798038,4,29
0,179460.0,C40,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01777941251061377,0.0005264333672191368,bcc919dd09c48dc3,0.0412372412650221,0.038924033743142766,4,29
0,179460.0,C42,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01777224038841429,0.000505443232220959,bcc919dd09c48dc3,0.04559965172021835,0.04147467960292895,4,29
0,179460.0,C43,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.017854395862992804,0.00015843852892775956,8b432efb26d729e6,0.1044598360673207,0.0672344620880029,4,29
0,179460.0,C44,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01774961555127721,0.005196536242541655,bcc919dd09c48dc3,0.06194881635974318,0.08920777882188272,4,29
0,179460.0,E04,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017825279726280056,0.004579104378465315,bcc919dd09c48dc3,0.04489038791446622,0.08036510871469547,4,29
0,179460.0,E09,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01771484255901635,0.004061028154976609,bcc919dd09c48dc3,0.04593677949158877,0.07266002241511471,4,29
0,179460.0,E10,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017839880248419232,0.003334832520719519,bcc919dd09c48dc3,0.07298416979625952,0.10236961911251038,4,29
0,179460.0,E11,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017789594368751844,0.0026682739229378777,bcc919dd09c48dc3,0.040607223553516224,0.0588537969417387,4,29
0,179460.0,E12,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017793218592606526,0.0036746525594192336,bcc919dd09c48dc3,0.042437784766239564,0.06699349207502575,4,29
0,179460.0,E19,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01769870384283719,0.0030955156725362143,bcc919dd09c48dc3,0.0414973515161734,0.057989476470453126,4,29
0,179460.0,E25,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017934341735391386,0.009612224697507249,bcc919dd09c48dc3,0.28865381200617535,0.3674961609440449,4,29
0,179460.0,E36,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017736718609574573,0.0015285861649887433,bcc919dd09c48dc3,0.04181909615106474,0.06758487752014249,4,29
0,179460.0,G04,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.01768000102528003,0.001013821605720014,8b432efb26d729e6,0.043930261018988094,0.03965485523801287,4,29
0,179460.0,G06,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017777846405602357,0.000374103016942115,bcc919dd09c48dc3,0.054419631352456664,0.056353555764352393,4,29
0,179460.0,G09,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017819984599566734,0.0037146837823329865,bcc919dd09c48dc3,0.05805313200584177,0.09035255570733729,4,29
0,179460.0,G11,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.017788965017596067,0.001843228119490517,8b432efb26d729e6,0.053617978977210747,0.026020301938186798,4,29
0,179460.0,G17,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.0177841496470965,3.7649238225370696e-05,8b432efb26d729e6,0.07194068674183579,0.04109574032149611,4,29
0,179460.0,G19,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017771338686281925,0.001140156051345903,bcc919dd09c48dc3,0.03149482385306505,0.04151600780893623,4,29
0,179460.0,G20,0.5806439248806008,0.5996299619648975,0,0,0,0,0.5806439248806008,0.017734381191703924,0.003025947602246476,8b432efb26d729e6,0.034183719359990504,0.023405707553076933,4,29
0,179460.0,J02,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01777503891140024,0.0009477884640214512,bcc919dd09c48dc3,0.015404816443024756,0.01885966856096069,4,29
0,179460.0,J03,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017771917299676233,0.0012568964557035517,bcc919dd09c48dc3,0.005989839914542249,0.0062431156832935195,4,29
0,179460.0,J04,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.01779907160348844,0.0014200464649566091,bcc919dd09c48dc3,0.006035296880384643,0.005881704064555402,4,29
0,179460.0,J07,0.5806439248806008,0.5806439248806008,0,0,0,0,0.5806439248806008,0.017797530910245694,0.00134363375601447,bcc919dd09c48dc3,0.015593950387047417,0.015602616868363256,4,29
5,179461.0,C11,0.6071010544241324,0.6071010544241324,0,0,0,0,0.5825480575867593,0.01780306109776871,0.002368205177338309,61a28de9e812d0e2,0.04890429755806087,0.06554681024397609,4,29
5,179461.0,C12,0.6071010544241324,0.6071010544241324,0,0,0,0,0.5825480575867593,0.01775707507708645,0.00100581041716237,61a28de9e812d0e2,0.046408733300806776,0.046459636840556574,4,29
5,179461.0,C13,0.6071010544241324,0.5825480575867593,0,0,0,0,0.5825480575867593,0.017759448875279825,0.0037766831635186043,8b432efb26d729e6,0.0920181328604415,0.10843347868444646,4,29
5,179461.0,C21,0.6071010544241324,0.5825480575867593,0,0,0,0,0.5825480575867593,0.01775167439716605,0.0003374073732037852,8b432efb26d729e6,0.05310789198107191,0.050813078345628725,4,29
5,179461.0,C22,0.6071010544241324,1.0574549388803685,0,0,0,0,0.5825480575867593,0.017458347016712002,0.002404505490279249,a8a5368c0c2bf496,0.13079483761351812,0.14966605815639805,4,29
5,179461.0,C34,0.6071010544241324,0.6071010544241324,0,0,0,0,0.5825480575867593,0.017777719190900165,0.00012767991909179432,61a28de9e812d0e2,0.04746074655745396,0.04707862361074189,4,29
